,campaign_number,user_engagement,banner,placement,displays,clicks,ad_spend_by_company_x,post_click_conversions,post_click_sales_amount
300,camp 2,Medium,300 x 250,ghi,39240,1663,64.3384,12,1950.9304
301,camp 2,Medium,300 x 250,jkl,1033,7,0.2708,2,124.0086
302,camp 2,Medium,300 x 250,mno,248532,2876,111.2696,36,1878.5456
303,camp 2,Low,468 x 60,def,444,2,0.0773,0,0.0
304,camp 2,Low,468 x 60,ghi,2,0,0.0,0,0.0
305,camp 2,Low,468 x 60,mno,712,2,0.0773,0,0.0
306,camp 2,Medium,468 x 60,def,1242,8,0.3095,0,0.0
307,camp 2,Medium,468 x 60,ghi,92,0,0.0,0,0.0
308,camp 2,Medium,468 x 60,jkl,11,0,0.0,0,0.0
309,camp 2,Medium,468 x 60,mno,2585,30,1.1606,0,0.0
310,camp 2,Low,580 x 400,mno,13697,300,11.6064,3,279.6255
311,camp 2,Medium,580 x 400,mno,45561,1991,77.0282,29,1374.6566
312,camp 2,Low,670 x 90,def,446,3,0.116,0,0.0
313,camp 2,Low,670 x 90,ghi,272,4,0.1547,0,0.0
314,camp 2,Low,670 x 90,jkl,26,1,0.0386,0,0.0
315,camp 2,Low,670 x 90,mno,4372,40,1.5475,0,0.0
316,camp 2,Medium,670 x 90,def,3268,52,2.0117,0,0.0
317,camp 2,Medium,670 x 90,ghi,5673,86,3.3271,1,16.7004
318,camp 2,Medium,670 x 90,jkl,307,3,0.116,0,0.0
319,camp 2,Medium,670 x 90,mno,18579,199,7.6989,5,327.6117
320,camp 2,Low,728 x 90,def,12623,83,3.2111,0,0.0
321,camp 2,Low,728 x 90,ghi,3252,56,2.1665,0,0.0
322,camp 2,Low,728 x 90,jkl,1101,21,0.8124,1,73.946
323,camp 2,Low,728 x 90,mno,97508,639,24.7217,4,455.2184
324,camp 2,Medium,728 x 90,abc,3,0,0.0,0,0.0
325,camp 2,Medium,728 x 90,def,59161,733,28.3584,13,836.4004
326,camp 2,Medium,728 x 90,ghi,53181,1275,49.3276,51,4480.7984
327,camp 2,Medium,728 x 90,jkl,10428,182,7.0412,3,89.1505
328,camp 2,Medium,728 x 90,mno,345652,5001,193.4801,92,5268.1471
329,camp 2,Low,800 x 250,mno,1,0,0.0,0,0.0
330,camp 2,Medium,800 x 250,mno,16,0,0.0,0,0.0
331,camp 3,High,160 x 600,def,2087,4,0.2063,0,0.0
332,camp 3,High,160 x 600,ghi,24,0,0.0,0,0.0
333,camp 3,High,160 x 600,mno,20878,59,3.0434,1,150.6132
334,camp 3,Low,160 x 600,def,10818,28,1.4443,0,0.0
335,camp 3,Low,160 x 600,ghi,35,0,0.0,0,0.0
336,camp 3,Low,160 x 600,mno,41904,128,6.6027,0,0.0
337,camp 3,Medium,160 x 600,abc,3,0,0.0,0,0.0
338,camp 3,Medium,160 x 600,def,15075,45,2.3212,0,0.0
339,camp 3,Medium,160 x 600,ghi,52,0,0.0,0,0.0
340,camp 3,Medium,160 x 600,mno,87612,423,21.8201,2,78.9755
341,camp 3,High,240 x 400,def,6106,7,0.361,0,0.0
342,camp 3,High,240 x 400,ghi,7386,70,3.6108,7,1798.2409
343,camp 3,High,240 x 400,jkl,5732,23,1.1864,1,15.7847
344,camp 3,High,240 x 400,mno,23775,46,2.3728,7,795.1716
345,camp 3,Low,240 x 400,def,7880,20,1.0316,0,0.0
346,camp 3,Low,240 x 400,ghi,3527,20,1.0316,0,0.0
347,camp 3,Low,240 x 400,jkl,750,12,0.619,0,0.0
348,camp 3,Low,240 x 400,mno,25367,24,1.238,0,0.0
349,camp 3,Medium,240 x 400,def,22544,106,5.4673,1,43.816
350,camp 3,Medium,240 x 400,ghi,16101,268,13.8245,3,816.7081
351,camp 3,Medium,240 x 400,jkl,6042,57,2.9403,1,47.1738
352,camp 3,Medium,240 x 400,mno,57613,190,9.801,1,257.6892
353,camp 3,High,300 x 250,abc,2,0,0.0,0,0.0
354,camp 3,High,300 x 250,def,4660,17,0.8769,1,122.4997
355,camp 3,High,300 x 250,ghi,1428,21,1.0832,1,50.1915
356,camp 3,High,300 x 250,jkl,190,0,0.0,0,0.0
357,camp 3,High,300 x 250,mno,29493,109,5.6226,8,364.2366
358,camp 3,Low,300 x 250,abc,2,0,0.0,0,0.0
359,camp 3,Low,300 x 250,def,14942,57,2.9403,0,0.0
360,camp 3,Low,300 x 250,ghi,1004,16,0.8253,0,0.0
361,camp 3,Low,300 x 250,jkl,1,0,0.0,0,0.0
362,camp 3,Low,300 x 250,mno,60076,116,5.9837,1,67.7043
363,camp 3,Medium,300 x 250,abc,2,0,0.0,0,0.0
364,camp 3,Medium,300 x 250,def,24063,155,7.9955,0,0.0
365,camp 3,Medium,300 x 250,ghi,3215,100,5.1584,6,404.5884
366,camp 3,Medium,300 x 250,jkl,36,1,0.0515,0,0.0
367,camp 3,Medium,300 x 250,mno,111305,394,20.3242,1,18.3897
368,camp 3,High,468 x 60,def,131,0,0.0,0,0.0
369,camp 3,High,468 x 60,ghi,3,0,0.0,0,0.0
370,camp 3,High,468 x 60,mno,309,0,0.0,0,0.0
371,camp 3,Low,468 x 60,def,410,1,0.0515,0,0.0
372,camp 3,Low,468 x 60,ghi,3,0,0.0,0,0.0
373,camp 3,Low,468 x 60,mno,245,0,0.0,0,0.0
374,camp 3,Medium,468 x 60,def,603,2,0.1031,0,0.0
375,camp 3,Medium,468 x 60,ghi,6,0,0.0,0,0.0
376,camp 3,Medium,468 x 60,mno,687,0,0.0,0,0.0
377,camp 3,High,580 x 400,mno,6774,60,3.095,4,1872.3933
378,camp 3,Low,580 x 400,mno,10622,69,3.5593,0,0.0
379,camp 3,Medium,580 x 400,mno,22101,260,13.4119,0,0.0
380,camp 3,High,670 x 90,def,381,1,0.0515,1,47.1867
381,camp 3,High,670 x 90,ghi,139,1,0.0515,0,0.0
382,camp 3,High,670 x 90,jkl,37,0,0.0,0,0.0
383,camp 3,High,670 x 90,mno,1812,2,0.1031,0,0.0
384,camp 3,Low,670 x 90,def,365,2,0.1031,0,0.0
385,camp 3,Low,670 x 90,ghi,34,0,0.0,0,0.0
386,camp 3,Low,670 x 90,jkl,2,0,0.0,0,0.0
387,camp 3,Low,670 x 90,mno,2929,7,0.361,0,0.0
388,camp 3,Medium,670 x 90,def,2123,8,0.4126,0,0.0
389,camp 3,Medium,670 x 90,ghi,134,0,0.0,0,0.0
390,camp 3,Medium,670 x 90,jkl,77,0,0.0,0,0.0
391,camp 3,Medium,670 x 90,mno,7066,8,0.4126,0,0.0
392,camp 3,High,728 x 90,abc,2,0,0.0,0,0.0
393,camp 3,High,728 x 90,def,7195,19,0.9801,7,496.1247
394,camp 3,High,728 x 90,ghi,1282,13,0.6705,1,19.7696
395,camp 3,High,728 x 90,jkl,1732,5,0.2579,0,0.0
396,camp 3,High,728 x 90,mno,33656,81,4.1783,4,120.5266
397,camp 3,Low,728 x 90,def,14646,53,2.7339,0,0.0
398,camp 3,Low,728 x 90,ghi,484,2,0.1031,0,0.0
399,camp 3,Low,728 x 90,jkl,126,1,0.0515,0,0.0
400,camp 3,Low,728 x 90,mno,84823,257,13.2571,0,0.0
401,camp 3,Medium,728 x 90,abc,3,0,0.0,0,0.0
402,camp 3,Medium,728 x 90,def,32835,202,10.42,1,92.9548
403,camp 3,Medium,728 x 90,ghi,2012,19,0.9801,1,300.7363
404,camp 3,Medium,728 x 90,jkl,1783,17,0.8769,0,0.0
405,camp 3,Medium,728 x 90,mno,167883,622,32.0854,2,116.4644
406,camp 3,High,800 x 250,mno,4,0,0.0,0,0.0
407,camp 3,Low,800 x 250,mno,11,0,0.0,0,0.0
408,camp 3,Medium,800 x 250,mno,1,0,0.0,0,0.0
409,camp 1,High,160 x 600,abc,6,0,0.0,0,0.0
410,camp 1,High,160 x 600,def,17827,175,31.6025,22,1201.0775
411,camp 1,High,160 x 600,ghi,16053,151,27.2643,51,2611.986
412,camp 1,High,160 x 600,mno,172430,1573,284.0246,732,29422.6545
413,camp 1,Low,160 x 600,abc,1,0,0.0,0,0.0
414,camp 1,Low,160 x 600,def,334,0,0.0,0,0.0
415,camp 1,Low,160 x 600,ghi,24,0,0.0,0,0.0
416,camp 1,Low,160 x 600,mno,2095,5,0.9027,0,0.0
417,camp 1,Medium,160 x 600,def,2163,5,0.9027,0,0.0
418,camp 1,Medium,160 x 600,ghi,655,3,0.5416,0,0.0
419,camp 1,Medium,160 x 600,mno,19820,142,25.6414,12,993.1305
420,camp 1,High,240 x 400,def,53913,342,61.7566,99,5344.1679
421,camp 1,High,240 x 400,ghi,333623,8761,1581.9103,2733,131937.9849
422,camp 1,High,240 x 400,jkl,62618,657,118.6262,221,11749.0646
423,camp 1,High,240 x 400,mno,212061,1887,340.7221,634,28092.8276
424,camp 1,Low,240 x 400,def,514,4,0.7221,0,0.0
425,camp 1,Low,240 x 400,ghi,1185,25,4.5136,1,95.4309
426,camp 1,Low,240 x 400,jkl,334,4,0.7221,2,992.3784
427,camp 1,Low,240 x 400,mno,1611,4,0.7221,0,0.0
428,camp 1,Medium,240 x 400,def,5453,13,2.3481,1,15.8303
429,camp 1,Medium,240 x 400,ghi,20019,516,93.1745,79,4559.3101
430,camp 1,Medium,240 x 400,jkl,4542,34,6.1385,2,321.873
431,camp 1,Medium,240 x 400,mno,16844,95,17.1527,18,958.9188
432,camp 1,High,300 x 250,abc,7,0,0.0,0,0.0
433,camp 1,High,300 x 250,def,42481,203,36.6578,149,8534.6273
434,camp 1,High,300 x 250,ghi,74006,1434,258.9199,436,20309.1481
435,camp 1,High,300 x 250,jkl,5102,31,5.5979,9,365.735
436,camp 1,High,300 x 250,mno,261339,2066,373.0398,937,51768.126
437,camp 1,Low,300 x 250,def,431,1,0.1805,1,63.9516
438,camp 1,Low,300 x 250,ghi,212,9,1.6249,0,0.0
439,camp 1,Low,300 x 250,jkl,2,0,0.0,0,0.0
440,camp 1,Low,300 x 250,mno,2898,9,1.6269,14,339.4011
441,camp 1,Medium,300 x 250,def,4525,18,3.2498,5,567.6721
442,camp 1,Medium,300 x 250,ghi,4083,94,16.9722,6,291.8944
443,camp 1,Medium,300 x 250,jkl,288,3,0.5416,0,0.0
444,camp 1,Medium,300 x 250,mno,27107,125,22.5701,21,1444.4008
445,camp 1,High,468 x 60,def,1416,7,1.2638,1,284.5517
446,camp 1,High,468 x 60,ghi,420,2,0.361,0,0.0
447,camp 1,High,468 x 60,jkl,20,0,0.0,0,0.0
448,camp 1,High,468 x 60,mno,4006,4,0.7221,9,143.2366
449,camp 1,Low,468 x 60,def,25,0,0.0,0,0.0
450,camp 1,Low,468 x 60,mno,15,0,0.0,0,0.0
451,camp 1,Medium,468 x 60,def,103,0,0.0,0,0.0
452,camp 1,Medium,468 x 60,ghi,9,0,0.0,0,0.0
453,camp 1,Medium,468 x 60,mno,279,0,0.0,0,0.0
454,camp 1,High,580 x 400,mno,48940,1027,185.4371,507,22253.6558
455,camp 1,Low,580 x 400,mno,361,8,1.4443,0,0.0
456,camp 1,Medium,580 x 400,mno,4116,103,18.5961,17,1035.7994
457,camp 1,High,670 x 90,def,4979,55,9.9309,17,917.4051
458,camp 1,High,670 x 90,ghi,17957,154,27.8049,57,3320.1255
459,camp 1,High,670 x 90,jkl,205,8,1.4443,0,0.0
460,camp 1,High,670 x 90,mno,18365,167,30.153,59,3982.5388
461,camp 1,Low,670 x 90,def,33,0,0.0,0,0.0
462,camp 1,Low,670 x 90,ghi,48,0,0.0,0,0.0
463,camp 1,Low,670 x 90,jkl,2,0,0.0,0,0.0
464,camp 1,Low,670 x 90,mno,203,0,0.0,0,0.0
465,camp 1,Medium,670 x 90,def,611,5,0.9027,0,0.0
466,camp 1,Medium,670 x 90,ghi,1232,10,1.8054,4,200.4823
467,camp 1,Medium,670 x 90,jkl,34,0,0.0,0,0.0
468,camp 1,Medium,670 x 90,mno,1943,8,1.4443,7,395.948
469,camp 1,High,728 x 90,abc,13,0,0.0,0,0.0
470,camp 1,High,728 x 90,def,72625,500,90.2885,120,7347.3762
471,camp 1,High,728 x 90,ghi,236270,3291,594.2538,1267,55019.7363
472,camp 1,High,728 x 90,jkl,27144,249,44.9587,120,6059.9945
473,camp 1,High,728 x 90,mno,392763,2500,451.4089,1137,70543.0369
474,camp 1,Low,728 x 90,abc,1,0,0.0,0,0.0
475,camp 1,Low,728 x 90,def,730,2,0.361,0,0.0
476,camp 1,Low,728 x 90,ghi,398,4,0.7221,0,0.0
477,camp 1,Low,728 x 90,jkl,118,0,0.0,0,0.0
478,camp 1,Low,728 x 90,mno,4288,15,2.7081,0,0.0
479,camp 1,Medium,728 x 90,def,7158,36,6.4996,5,240.2022
480,camp 1,Medium,728 x 90,ghi,11779,161,29.0708,19,1858.2109
481,camp 1,Medium,728 x 90,jkl,2260,16,2.8887,0,0.0
482,camp 1,Medium,728 x 90,mno,42421,235,42.4352,23,2601.384
483,camp 1,High,800 x 250,mno,10,2,0.361,0,0.0
484,camp 1,Medium,800 x 250,mno,1,0,0.0,0,0.0
485,camp 2,Low,160 x 600,def,7662,42,1.6249,3,323.2916
486,camp 2,Low,160 x 600,ghi,207,1,0.0386,0,0.0
487,camp 2,Low,160 x 600,mno,78978,456,17.6422,3,91.7449
488,camp 2,Medium,160 x 600,abc,5,0,0.0,0,0.0
489,camp 2,Medium,160 x 600,def,22953,219,8.4733,0,0.0
490,camp 2,Medium,160 x 600,ghi,3652,112,4.3335,2,104.4042
491,camp 2,Medium,160 x 600,mno,257764,4884,188.9615,34,4299.6099
492,camp 2,Low,240 x 400,def,15585,69,2.6697,0,0.0
493,camp 2,Low,240 x 400,ghi,27470,645,24.9569,15,758.6647
494,camp 2,Low,240 x 400,jkl,5962,69,2.6699,0,0.0
495,camp 2,Low,240 x 400,mno,60974,284,10.9883,5,95.9673
496,camp 2,Medium,240 x 400,def,74984,976,37.7625,17,1092.7151
497,camp 2,Medium,240 x 400,ghi,222625,10721,414.815,185,15447.893
498,camp 2,Medium,240 x 400,jkl,40330,950,36.7546,20,1500.6223
499,camp 2,Medium,240 x 400,mno,242913,3040,117.6196,35,2826.908
500,camp 2,Low,300 x 250,def,13041,84,3.2498,0,0.0
501,camp 2,Low,300 x 250,ghi,7598,162,6.2696,0,0.0
502,camp 2,Low,300 x 250,jkl,83,1,0.0386,0,0.0
503,camp 2,Low,300 x 250,mno,96244,491,18.9967,3,223.6411
504,camp 2,Medium,300 x 250,abc,5,0,0.0,0,0.0
505,camp 2,Medium,300 x 250,def,42391,470,18.1854,14,928.0248
506,camp 2,Medium,300 x 250,ghi,52502,2139,82.7587,20,994.9486
507,camp 2,Medium,300 x 250,jkl,1288,12,0.4642,5,513.4441
508,camp 2,Medium,300 x 250,mno,314843,3664,141.7611,56,4239.0336
509,camp 2,Low,468 x 60,def,479,1,0.0386,0,0.0
510,camp 2,Low,468 x 60,ghi,5,0,0.0,0,0.0
511,camp 2,Low,468 x 60,mno,1034,1,0.0386,0,0.0
512,camp 2,Medium,468 x 60,def,1777,9,0.3484,0,0.0
513,camp 2,Medium,468 x 60,ghi,146,2,0.0773,0,0.0
514,camp 2,Medium,468 x 60,jkl,19,0,0.0,0,0.0
515,camp 2,Medium,468 x 60,mno,3812,35,1.354,1,42.5054
516,camp 2,Low,580 x 400,mno,17622,312,12.0709,1,46.1171
517,camp 2,Medium,580 x 400,mno,56328,2315,89.5676,33,2125.8539
518,camp 2,Low,670 x 90,def,800,4,0.1547,0,0.0
519,camp 2,Low,670 x 90,ghi,507,0,0.0,0,0.0
520,camp 2,Low,670 x 90,jkl,35,1,0.0386,0,0.0
521,camp 2,Low,670 x 90,mno,6566,32,1.238,0,0.0
522,camp 2,Medium,670 x 90,def,4906,63,2.4375,2,220.0783
523,camp 2,Medium,670 x 90,ghi,7209,107,4.14,3,531.1423
524,camp 2,Medium,670 x 90,jkl,338,21,0.8124,0,0.0
525,camp 2,Medium,670 x 90,mno,24897,325,12.5743,3,249.8357
526,camp 2,Low,728 x 90,def,16590,104,4.0242,1,30.2849
527,camp 2,Low,728 x 90,ghi,5902,103,3.9855,2,94.776
528,camp 2,Low,728 x 90,jkl,1960,31,1.2002,0,0.0
529,camp 2,Low,728 x 90,mno,120254,660,25.5359,7,360.7537
530,camp 2,Medium,728 x 90,abc,7,0,0.0,0,0.0
531,camp 2,Medium,728 x 90,def,74171,884,34.2027,14,1201.1733
532,camp 2,Medium,728 x 90,ghi,77402,1775,68.6794,50,3334.1989
533,camp 2,Medium,728 x 90,jkl,15366,282,10.9124,5,482.0716
534,camp 2,Medium,728 x 90,mno,432697,5634,217.9851,72,4437.7681
535,camp 2,Low,800 x 250,mno,6,0,0.0,0,0.0
536,camp 2,Medium,800 x 250,mno,11,0,0.0,0,0.0
537,camp 3,High,160 x 600,abc,1,0,0.0,0,0.0
538,camp 3,High,160 x 600,def,2126,2,0.1031,2,107.0244
539,camp 3,High,160 x 600,ghi,22,0,0.0,0,0.0
540,camp 3,High,160 x 600,mno,21278,54,2.7858,5,417.451
541,camp 3,Low,160 x 600,def,10225,21,1.0826,0,0.0
542,camp 3,Low,160 x 600,ghi,35,0,0.0,0,0.0
543,camp 3,Low,160 x 600,mno,42716,121,6.2419,1,78.5407
544,camp 3,Medium,160 x 600,def,14635,30,1.5478,1,29.1506
545,camp 3,Medium,160 x 600,ghi,59,0,0.0,0,0.0
546,camp 3,Medium,160 x 600,mno,88948,397,20.4792,1,80.4338
547,camp 3,High,240 x 400,def,6855,14,0.7221,5,140.4639
548,camp 3,High,240 x 400,ghi,7735,69,3.5596,6,793.367
549,camp 3,High,240 x 400,jkl,6503,32,1.6524,2,194.8993
550,camp 3,High,240 x 400,mno,24627,41,2.1149,12,292.4957
551,camp 3,Low,240 x 400,def,9104,24,1.238,0,0.0
552,camp 3,Low,240 x 400,ghi,3086,26,1.3411,0,0.0
553,camp 3,Low,240 x 400,jkl,899,18,0.9285,0,0.0
554,camp 3,Low,240 x 400,mno,25613,21,1.0832,0,0.0
555,camp 3,Medium,240 x 400,def,24637,109,5.625,2,51.8638
556,camp 3,Medium,240 x 400,ghi,14292,253,13.0514,5,361.2609
557,camp 3,Medium,240 x 400,jkl,6762,129,6.6555,1,34.3482
558,camp 3,Medium,240 x 400,mno,57513,170,8.7696,0,0.0
559,camp 3,High,300 x 250,abc,1,0,0.0,0,0.0
560,camp 3,High,300 x 250,def,4550,10,0.5164,0,0.0
561,camp 3,High,300 x 250,ghi,1463,16,0.8253,1,176.4182
562,camp 3,High,300 x 250,jkl,201,3,0.1547,0,0.0
563,camp 3,High,300 x 250,mno,30303,102,5.2615,10,506.4673
564,camp 3,Low,300 x 250,abc,1,0,0.0,0,0.0
565,camp 3,Low,300 x 250,def,16597,67,3.4564,0,0.0
566,camp 3,Low,300 x 250,ghi,915,17,0.8769,0,0.0
567,camp 3,Low,300 x 250,jkl,7,0,0.0,0,0.0
568,camp 3,Low,300 x 250,mno,59998,134,6.9128,0,0.0
569,camp 3,Medium,300 x 250,abc,1,0,0.0,0,0.0
570,camp 3,Medium,300 x 250,def,24679,125,6.4483,1,73.8075
571,camp 3,Medium,300 x 250,ghi,3309,94,4.8498,0,0.0
572,camp 3,Medium,300 x 250,jkl,51,0,0.0,0,0.0
573,camp 3,Medium,300 x 250,mno,109957,465,23.989,10,402.2419
574,camp 3,High,468 x 60,def,136,0,0.0,0,0.0
575,camp 3,High,468 x 60,ghi,1,0,0.0,0,0.0
576,camp 3,High,468 x 60,mno,304,0,0.0,0,0.0
577,camp 3,Low,468 x 60,def,300,2,0.1031,0,0.0
578,camp 3,Low,468 x 60,ghi,1,0,0.0,0,0.0
579,camp 3,Low,468 x 60,mno,292,0,0.0,0,0.0
580,camp 3,Medium,468 x 60,def,477,2,0.1031,0,0.0
581,camp 3,Medium,468 x 60,ghi,4,0,0.0,0,0.0
582,camp 3,Medium,468 x 60,mno,815,1,0.0515,0,0.0
583,camp 3,High,580 x 400,mno,6705,29,1.4962,6,825.5617
584,camp 3,Low,580 x 400,mno,9954,52,2.6826,0,0.0
585,camp 3,Medium,580 x 400,mno,20679,237,12.226,0,0.0
586,camp 3,High,670 x 90,def,427,1,0.0515,0,0.0
587,camp 3,High,670 x 90,ghi,109,2,0.1031,0,0.0
588,camp 3,High,670 x 90,jkl,40,1,0.0515,0,0.0
589,camp 3,High,670 x 90,mno,1743,1,0.0515,0,0.0
590,camp 3,Low,670 x 90,def,421,5,0.2579,0,0.0
591,camp 3,Low,670 x 90,ghi,34,0,0.0,0,0.0
592,camp 3,Low,670 x 90,jkl,4,0,0.0,0,0.0
593,camp 3,Low,670 x 90,mno,3010,11,0.5674,0,0.0
594,camp 3,Medium,670 x 90,def,2183,15,0.7737,0,0.0
595,camp 3,Medium,670 x 90,ghi,161,0,0.0,0,0.0
596,camp 3,Medium,670 x 90,jkl,50,0,0.0,0,0.0
597,camp 3,Medium,670 x 90,mno,7046,26,1.3411,0,0.0
598,camp 3,High,728 x 90,abc,1,0,0.0,0,0.0
599,camp 3,High,728 x 90,def,7411,15,0.7759,1,96.6286
600,camp 3,High,728 x 90,ghi,1431,8,0.4126,2,96.5141
601,camp 3,High,728 x 90,jkl,1931,8,0.4126,0,0.0
602,camp 3,High,728 x 90,mno,34007,71,3.6624,5,670.8406
603,camp 3,Low,728 x 90,abc,2,0,0.0,0,0.0
604,camp 3,Low,728 x 90,def,12600,60,3.095,0,0.0
605,camp 3,Low,728 x 90,ghi,520,4,0.2063,0,0.0
606,camp 3,Low,728 x 90,jkl,172,9,0.4642,0,0.0
607,camp 3,Low,728 x 90,mno,83716,201,10.3684,0,0.0
608,camp 3,Medium,728 x 90,abc,1,0,0.0,0,0.0
609,camp 3,Medium,728 x 90,def,30369,179,9.2341,1,25.7808
610,camp 3,Medium,728 x 90,ghi,1796,28,1.4443,1,46.8901
611,camp 3,Medium,728 x 90,jkl,2030,20,1.0316,0,0.0
612,camp 3,Medium,728 x 90,mno,164186,517,26.6705,8,699.7147
613,camp 3,High,800 x 250,mno,1,0,0.0,0,0.0
614,camp 3,Low,800 x 250,mno,8,0,0.0,0,0.0
615,camp 3,Medium,800 x 250,mno,9,0,0.0,0,0.0
616,camp 1,High,160 x 600,abc,1,0,0.0,0,0.0
617,camp 1,High,160 x 600,def,19932,150,27.2349,56,2489.2829
618,camp 1,High,160 x 600,ghi,18096,184,33.4086,31,1613.5881
619,camp 1,High,160 x 600,mno,196027,1898,344.6154,705,30772.9098
620,camp 1,Low,160 x 600,abc,1,0,0.0,0,0.0
621,camp 1,Low,160 x 600,def,538,9,1.6341,0,0.0
622,camp 1,Low,160 x 600,ghi,22,0,0.0,0,0.0
623,camp 1,Low,160 x 600,mno,2693,7,1.2709,0,0.0
624,camp 1,Medium,160 x 600,abc,1,0,0.0,0,0.0
625,camp 1,Medium,160 x 600,def,2840,18,3.2682,2,59.9182
626,camp 1,Medium,160 x 600,ghi,729,8,1.4525,1,79.3074
627,camp 1,Medium,160 x 600,mno,23816,177,32.1378,19,1056.8666
628,camp 1,High,240 x 400,def,57050,359,65.1831,85,3587.8617
629,camp 1,High,240 x 400,ghi,435128,11545,2096.2116,3004,151674.863
630,camp 1,High,240 x 400,jkl,64868,689,125.0971,279,13034.3589
631,camp 1,High,240 x 400,mno,256517,2610,473.8957,831,42156.1678
632,camp 1,Low,240 x 400,def,640,1,0.1815,0,0.0
633,camp 1,Low,240 x 400,ghi,1532,21,3.8129,0,0.0
634,camp 1,Low,240 x 400,jkl,371,3,0.5447,0,0.0
635,camp 1,Low,240 x 400,mno,2186,1,0.1815,0,0.0
636,camp 1,Medium,240 x 400,def,6865,33,5.9887,0,0.0
637,camp 1,Medium,240 x 400,ghi,29684,838,152.1533,80,4518.3661
638,camp 1,Medium,240 x 400,jkl,5091,59,10.7125,16,740.4369
639,camp 1,Medium,240 x 400,mno,21131,204,37.0401,23,2046.7676
640,camp 1,High,300 x 250,abc,9,0,0.0,0,0.0
641,camp 1,High,300 x 250,def,47856,232,42.124,102,2713.9522
642,camp 1,High,300 x 250,ghi,65587,1154,209.5311,370,17055.3795
643,camp 1,High,300 x 250,jkl,7616,48,8.7153,9,1175.5657
644,camp 1,High,300 x 250,mno,314239,2358,428.1384,985,56162.6793
645,camp 1,Low,300 x 250,abc,2,0,0.0,0,0.0
646,camp 1,Low,300 x 250,def,407,1,0.1815,0,0.0
647,camp 1,Low,300 x 250,ghi,151,5,0.9078,0,0.0
648,camp 1,Low,300 x 250,jkl,36,0,0.0,0,0.0
649,camp 1,Low,300 x 250,mno,4211,18,3.2682,0,0.0
650,camp 1,Medium,300 x 250,abc,4,0,0.0,0,0.0
651,camp 1,Medium,300 x 250,def,5506,20,3.6312,9,130.4802
652,camp 1,Medium,300 x 250,ghi,3436,94,17.0675,9,436.5835
653,camp 1,Medium,300 x 250,jkl,613,7,1.2709,0,0.0
654,camp 1,Medium,300 x 250,mno,34264,202,36.6705,39,2250.17
655,camp 1,High,468 x 60,def,1305,5,0.9078,0,0.0
656,camp 1,High,468 x 60,ghi,421,3,0.5447,0,0.0
657,camp 1,High,468 x 60,jkl,14,0,0.0,0,0.0
658,camp 1,High,468 x 60,mno,4126,6,1.0894,3,285.8569
659,camp 1,Low,468 x 60,def,11,0,0.0,0,0.0
660,camp 1,Low,468 x 60,mno,17,1,0.1815,0,0.0
661,camp 1,Medium,468 x 60,def,109,0,0.0,0,0.0
662,camp 1,Medium,468 x 60,ghi,18,0,0.0,0,0.0
663,camp 1,Medium,468 x 60,jkl,3,0,0.0,0,0.0
664,camp 1,Medium,468 x 60,mno,410,0,0.0,0,0.0
665,camp 1,High,580 x 400,mno,55639,1133,205.7178,441,22791.7028
666,camp 1,Low,580 x 400,mno,408,7,1.2709,0,0.0
667,camp 1,Medium,580 x 400,mno,4942,80,14.5253,8,213.6386
668,camp 1,High,670 x 90,def,5852,62,11.2572,35,1615.4689
669,camp 1,High,670 x 90,ghi,22241,158,28.6873,34,1216.9947
670,camp 1,High,670 x 90,jkl,458,6,1.0894,0,0.0
671,camp 1,High,670 x 90,mno,22327,202,36.6765,54,2564.416
672,camp 1,Low,670 x 90,def,54,0,0.0,0,0.0
673,camp 1,Low,670 x 90,ghi,82,1,0.1815,0,0.0
674,camp 1,Low,670 x 90,jkl,1,0,0.0,0,0.0
675,camp 1,Low,670 x 90,mno,196,0,0.0,0,0.0
676,camp 1,Medium,670 x 90,def,609,3,0.5447,0,0.0
677,camp 1,Medium,670 x 90,ghi,1449,11,1.9972,2,154.9964
678,camp 1,Medium,670 x 90,jkl,54,1,0.1815,0,0.0
679,camp 1,Medium,670 x 90,mno,2191,13,2.3604,0,0.0
680,camp 1,High,728 x 90,abc,2,0,0.0,0,0.0
681,camp 1,High,728 x 90,def,81755,519,94.233,132,5501.2609
682,camp 1,High,728 x 90,ghi,268556,3950,717.1951,1292,61090.8019
683,camp 1,High,728 x 90,jkl,44029,348,63.1795,89,3943.8837
684,camp 1,High,728 x 90,mno,437182,2799,508.1973,965,46446.175
685,camp 1,Low,728 x 90,def,906,7,1.2709,1,254.1988
686,camp 1,Low,728 x 90,ghi,411,3,0.5447,0,0.0
687,camp 1,Low,728 x 90,jkl,282,3,0.5447,0,0.0
688,camp 1,Low,728 x 90,mno,5342,16,2.9051,1,30.841
689,camp 1,Medium,728 x 90,abc,1,0,0.0,0,0.0
690,camp 1,Medium,728 x 90,def,8955,54,9.8044,6,377.6665
691,camp 1,Medium,728 x 90,ghi,13778,215,39.0369,40,2285.1163
692,camp 1,Medium,728 x 90,jkl,4139,56,10.1679,3,85.3252
693,camp 1,Medium,728 x 90,mno,49188,226,41.0314,37,1395.369
694,camp 1,High,800 x 250,mno,22,0,0.0,0,0.0
695,camp 1,Medium,800 x 250,mno,4,0,0.0,0,0.0
696,camp 2,Low,160 x 600,def,7680,28,1.0894,1,30.7113
