,campaign_number,user_engagement,banner,placement,displays,clicks,ad_spend_by_company_x,post_click_conversions,post_click_sales_amount
9588,camp 3,High,670 x 90,mno,1220,0,0.0,0,0.0
9589,camp 3,Low,670 x 90,def,2265,11,0.5873,0,0.0
9590,camp 3,Low,670 x 90,ghi,16,0,0.0,0,0.0
9591,camp 3,Low,670 x 90,jkl,4,0,0.0,0,0.0
9592,camp 3,Low,670 x 90,mno,913,4,0.2135,0,0.0
9593,camp 3,Medium,670 x 90,def,2647,12,0.6407,1,70.6677
9594,camp 3,Medium,670 x 90,ghi,70,0,0.0,0,0.0
9595,camp 3,Medium,670 x 90,jkl,13,0,0.0,0,0.0
9596,camp 3,Medium,670 x 90,mno,2341,10,0.5339,0,0.0
9597,camp 3,High,728 x 90,def,5545,8,0.4271,1,22.666
9598,camp 3,High,728 x 90,ghi,2298,11,0.5873,0,0.0
9599,camp 3,High,728 x 90,jkl,442,0,0.0,0,0.0
9600,camp 3,High,728 x 90,mno,18233,48,2.5629,4,693.5695
9601,camp 3,Low,728 x 90,def,5072,21,1.1212,0,0.0
9602,camp 3,Low,728 x 90,ghi,436,1,0.0533,0,0.0
9603,camp 3,Low,728 x 90,jkl,58,2,0.1067,0,0.0
9604,camp 3,Low,728 x 90,mno,26726,59,3.1502,0,0.0
9605,camp 3,Medium,728 x 90,def,12351,60,3.2036,2,153.2826
9606,camp 3,Medium,728 x 90,ghi,1335,19,1.0144,0,0.0
9607,camp 3,Medium,728 x 90,jkl,179,0,0.0,0,0.0
9608,camp 3,Medium,728 x 90,mno,50425,228,12.1739,2,93.1334
9609,camp 3,High,800 x 250,mno,1,0,0.0,0,0.0
9610,camp 3,Low,800 x 250,mno,3,0,0.0,0,0.0
9611,camp 3,Medium,800 x 250,mno,2,0,0.0,0,0.0
9612,camp 1,High,160 x 600,abc,3,0,0.0,0,0.0
9613,camp 1,High,160 x 600,def,16557,134,14.0,77,3856.1066
9614,camp 1,High,160 x 600,ghi,8332,90,9.0,94,3084.9344
9615,camp 1,High,160 x 600,mno,115247,979,104.0,578,29155.3231
9616,camp 1,Low,160 x 600,def,225,1,0.1067,0,0.0
9617,camp 1,Low,160 x 600,ghi,25,0,0.0,0,0.0
9618,camp 1,Low,160 x 600,mno,1045,4,0.427,0,0.0
9619,camp 1,Medium,160 x 600,def,1739,23,2.4547,0,0.0
9620,camp 1,Medium,160 x 600,ghi,394,4,0.427,2,391.3487
9621,camp 1,Medium,160 x 600,mno,10999,138,14.7319,18,983.4908
9622,camp 1,High,240 x 400,def,19431,111,11.0,108,5397.4304
9623,camp 1,High,240 x 400,ghi,201786,4855,518.0,2237,116187.1581
9624,camp 1,High,240 x 400,jkl,25806,240,25.0,112,4215.2771
9625,camp 1,High,240 x 400,mno,53620,264,28.0,157,8071.4877
9626,camp 1,Low,240 x 400,def,154,1,0.1067,0,0.0
9627,camp 1,Low,240 x 400,ghi,361,5,0.5338,0,0.0
9628,camp 1,Low,240 x 400,jkl,91,3,0.3202,0,0.0
9629,camp 1,Low,240 x 400,mno,325,0,0.0,0,0.0
9630,camp 1,Medium,240 x 400,def,1838,10,1.0676,3,119.5506
9631,camp 1,Medium,240 x 400,ghi,9697,338,36.085,63,3998.2728
9632,camp 1,Medium,240 x 400,jkl,1453,31,3.3093,3,145.4494
9633,camp 1,Medium,240 x 400,mno,3597,27,2.8818,7,200.6203
9634,camp 1,High,300 x 250,abc,8,0,0.0,0,0.0
9635,camp 1,High,300 x 250,def,24644,114,12.0,67,2598.5545
9636,camp 1,High,300 x 250,ghi,31161,506,54.0,267,15733.4658
9637,camp 1,High,300 x 250,jkl,5963,31,3.0,18,1008.8668
9638,camp 1,High,300 x 250,mno,190966,1221,130.0,1108,55775.9045
9639,camp 1,Low,300 x 250,def,183,2,0.2135,0,0.0
9640,camp 1,Low,300 x 250,ghi,65,1,0.1067,0,0.0
9641,camp 1,Low,300 x 250,jkl,9,0,0.0,0,0.0
9642,camp 1,Low,300 x 250,mno,1650,9,0.9608,0,0.0
9643,camp 1,Medium,300 x 250,def,2133,13,1.3879,5,222.1655
9644,camp 1,Medium,300 x 250,ghi,869,33,3.5232,3,130.5207
9645,camp 1,Medium,300 x 250,jkl,306,2,0.2135,0,0.0
9646,camp 1,Medium,300 x 250,mno,16973,142,15.1594,25,741.3174
9647,camp 1,High,468 x 60,def,928,1,0.0,0,0.0
9648,camp 1,High,468 x 60,ghi,318,0,0.0,0,0.0
9649,camp 1,High,468 x 60,jkl,7,0,0.0,0,0.0
9650,camp 1,High,468 x 60,mno,2439,3,0.0,10,336.7649
9651,camp 1,Low,468 x 60,def,5,0,0.0,0,0.0
9652,camp 1,Low,468 x 60,mno,5,0,0.0,0,0.0
9653,camp 1,Medium,468 x 60,def,49,0,0.0,0,0.0
9654,camp 1,Medium,468 x 60,ghi,34,0,0.0,0,0.0
9655,camp 1,Medium,468 x 60,mno,154,0,0.0,0,0.0
9656,camp 1,High,580 x 400,mno,30410,436,46.0,368,14982.8119
9657,camp 1,Low,580 x 400,mno,197,2,0.2135,0,0.0
9658,camp 1,Medium,580 x 400,mno,2285,36,3.8435,5,164.8592
9659,camp 1,High,670 x 90,def,3578,32,3.0,7,394.1246
9660,camp 1,High,670 x 90,ghi,11179,67,7.0,54,2218.5244
9661,camp 1,High,670 x 90,jkl,239,0,0.0,0,0.0
9662,camp 1,High,670 x 90,mno,11344,66,7.0,36,1838.6434
9663,camp 1,Low,670 x 90,def,26,0,0.0,0,0.0
9664,camp 1,Low,670 x 90,ghi,12,0,0.0,0,0.0
9665,camp 1,Low,670 x 90,mno,77,0,0.0,0,0.0
9666,camp 1,Medium,670 x 90,def,309,5,0.5334,1,87.1584
9667,camp 1,Medium,670 x 90,ghi,467,3,0.3202,0,0.0
9668,camp 1,Medium,670 x 90,jkl,2,0,0.0,0,0.0
9669,camp 1,Medium,670 x 90,mno,827,5,0.5338,0,0.0
9670,camp 1,High,728 x 90,abc,14,0,0.0,0,0.0
9671,camp 1,High,728 x 90,def,54848,256,27.0,177,7764.1487
9672,camp 1,High,728 x 90,ghi,122182,2014,215.0,961,45551.1846
9673,camp 1,High,728 x 90,jkl,16315,89,9.0,45,1847.9765
9674,camp 1,High,728 x 90,mno,226304,1247,133.0,568,30132.309
9676,camp 1,Low,728 x 90,def,443,1,0.1067,0,0.0
9677,camp 1,Low,728 x 90,ghi,168,4,0.427,0,0.0
9678,camp 1,Low,728 x 90,jkl,101,3,0.3202,0,0.0
9679,camp 1,Low,728 x 90,mno,1959,7,0.7469,0,0.0
9680,camp 1,Medium,728 x 90,def,4961,26,2.7759,1,5.832
9681,camp 1,Medium,728 x 90,ghi,5055,143,15.2649,18,1266.1886
9682,camp 1,Medium,728 x 90,jkl,1146,12,1.2811,6,625.6055
9683,camp 1,Medium,728 x 90,mno,21399,174,18.5774,29,1463.5379
9684,camp 1,High,800 x 250,mno,3,0,0.0,0,0.0
9685,camp 1,Medium,800 x 250,mno,16,0,0.0,0,0.0
9686,camp 3,High,160 x 600,def,2467,11,0.5867,0,0.0
9687,camp 3,High,160 x 600,ghi,150,0,0.0,0,0.0
9688,camp 3,High,160 x 600,mno,18180,42,2.242,3,371.4904
9689,camp 3,Low,160 x 600,def,4503,6,0.3202,0,0.0
9690,camp 3,Low,160 x 600,ghi,93,1,0.0533,0,0.0
9691,camp 3,Low,160 x 600,mno,21598,57,3.0428,0,0.0
9692,camp 3,Medium,160 x 600,abc,5,0,0.0,0,0.0
9693,camp 3,Medium,160 x 600,def,8847,27,1.4413,1,300.5581
9694,camp 3,Medium,160 x 600,ghi,309,0,0.0,0,0.0
9695,camp 3,Medium,160 x 600,mno,43068,243,12.972,5,440.0204
9696,camp 3,High,240 x 400,def,3991,5,0.2664,0,0.0
9697,camp 3,High,240 x 400,ghi,7834,65,3.4698,4,205.2565
9698,camp 3,High,240 x 400,jkl,3414,16,0.8541,1,69.3975
9699,camp 3,High,240 x 400,mno,17864,25,1.3343,3,110.6449
9700,camp 3,Low,240 x 400,def,2423,2,0.1067,0,0.0
9701,camp 3,Low,240 x 400,ghi,2308,31,1.6546,0,0.0
9702,camp 3,Low,240 x 400,jkl,169,2,0.1067,0,0.0
9703,camp 3,Low,240 x 400,mno,10763,15,0.8007,0,0.0
9704,camp 3,Medium,240 x 400,def,6695,37,1.9751,1,25.0631
9705,camp 3,Medium,240 x 400,ghi,7361,123,6.566,2,563.9751
9706,camp 3,Medium,240 x 400,jkl,1184,12,0.6401,0,0.0
9707,camp 3,Medium,240 x 400,mno,23454,68,3.63,1,44.6012
9708,camp 3,High,300 x 250,abc,1,0,0.0,0,0.0
9709,camp 3,High,300 x 250,def,3751,11,0.5872,1,33.2841
9710,camp 3,High,300 x 250,ghi,1060,15,0.8005,2,50.967
9711,camp 3,High,300 x 250,jkl,469,1,0.0533,0,0.0
9712,camp 3,High,300 x 250,mno,29904,113,6.0316,17,666.5602
9713,camp 3,Low,300 x 250,abc,1,0,0.0,0,0.0
9714,camp 3,Low,300 x 250,def,7212,24,1.2811,0,0.0
9715,camp 3,Low,300 x 250,ghi,449,12,0.6405,0,0.0
9716,camp 3,Low,300 x 250,jkl,15,0,0.0,0,0.0
9717,camp 3,Low,300 x 250,mno,33916,70,3.7367,0,0.0
9718,camp 3,Medium,300 x 250,abc,2,0,0.0,0,0.0
9719,camp 3,Medium,300 x 250,def,10537,53,2.8288,1,191.3352
9720,camp 3,Medium,300 x 250,ghi,1092,30,1.6014,0,0.0
9721,camp 3,Medium,300 x 250,jkl,78,0,0.0,0,0.0
9722,camp 3,Medium,300 x 250,mno,59015,203,10.8402,1,53.2131
9723,camp 3,High,468 x 60,def,138,0,0.0,0,0.0
9724,camp 3,High,468 x 60,ghi,6,0,0.0,0,0.0
9725,camp 3,High,468 x 60,mno,302,0,0.0,0,0.0
9726,camp 3,Low,468 x 60,def,68,0,0.0,0,0.0
9727,camp 3,Low,468 x 60,ghi,6,0,0.0,0,0.0
9728,camp 3,Low,468 x 60,mno,321,0,0.0,0,0.0
9729,camp 3,Medium,468 x 60,def,193,1,0.0533,0,0.0
9730,camp 3,Medium,468 x 60,ghi,1,0,0.0,0,0.0
9731,camp 3,Medium,468 x 60,mno,853,1,0.0533,0,0.0
9732,camp 3,High,580 x 400,mno,5276,33,1.7616,15,1734.3914
9733,camp 3,Low,580 x 400,mno,4138,16,0.8541,0,0.0
9734,camp 3,Medium,580 x 400,mno,8808,106,5.6585,0,0.0
9735,camp 3,High,670 x 90,def,545,4,0.2133,0,0.0
9736,camp 3,High,670 x 90,ghi,273,0,0.0,0,0.0
9737,camp 3,High,670 x 90,jkl,47,0,0.0,0,0.0
9738,camp 3,High,670 x 90,mno,1370,3,0.1601,0,0.0
9739,camp 3,Low,670 x 90,def,2714,4,0.2135,0,0.0
9740,camp 3,Low,670 x 90,ghi,35,0,0.0,0,0.0
9741,camp 3,Low,670 x 90,jkl,2,0,0.0,0,0.0
9742,camp 3,Low,670 x 90,mno,1116,2,0.1067,0,0.0
9743,camp 3,Medium,670 x 90,def,2963,12,0.6403,0,0.0
9744,camp 3,Medium,670 x 90,ghi,143,0,0.0,0,0.0
9745,camp 3,Medium,670 x 90,jkl,22,0,0.0,0,0.0
9746,camp 3,Medium,670 x 90,mno,2428,13,0.6939,0,0.0
9747,camp 3,High,728 x 90,def,7157,10,0.5338,0,0.0
9748,camp 3,High,728 x 90,ghi,1989,17,0.9075,1,37.1009
9749,camp 3,High,728 x 90,jkl,1532,5,0.2669,0,0.0
9750,camp 3,High,728 x 90,mno,26312,74,3.9499,8,1194.3644
9751,camp 3,Low,728 x 90,abc,2,0,0.0,0,0.0
9752,camp 3,Low,728 x 90,def,5654,14,0.7471,0,0.0
9753,camp 3,Low,728 x 90,ghi,459,1,0.0533,0,0.0
9754,camp 3,Low,728 x 90,jkl,102,0,0.0,0,0.0
9755,camp 3,Low,728 x 90,mno,33887,71,3.7895,0,0.0
9756,camp 3,Medium,728 x 90,def,16449,52,2.7762,0,0.0
9757,camp 3,Medium,728 x 90,ghi,1459,27,1.4413,0,0.0
9758,camp 3,Medium,728 x 90,jkl,819,7,0.3736,0,0.0
9759,camp 3,Medium,728 x 90,mno,66194,299,15.9612,1,75.3086
9761,camp 3,High,800 x 250,mno,3,0,0.0,0,0.0
9762,camp 3,Low,800 x 250,mno,4,0,0.0,0,0.0
9763,camp 3,Medium,800 x 250,mno,15,0,0.0,0,0.0
9764,camp 1,High,160 x 600,abc,13,0,0.0,0,0.0
9765,camp 1,High,160 x 600,def,16355,143,15.0,65,2650.0636
9766,camp 1,High,160 x 600,ghi,7495,89,9.0,13,1244.8472
9767,camp 1,High,160 x 600,mno,78157,830,88.0,403,18595.5033
9768,camp 1,Low,160 x 600,def,171,0,0.0,0,0.0
9769,camp 1,Low,160 x 600,ghi,1,0,0.0,0,0.0
9770,camp 1,Low,160 x 600,mno,484,6,0.638,1,41.8197
9771,camp 1,Medium,160 x 600,def,1724,12,1.2761,1,111.1292
9772,camp 1,Medium,160 x 600,ghi,321,4,0.4253,5,216.0241
9773,camp 1,Medium,160 x 600,mno,6538,146,15.5342,11,428.1085
9774,camp 1,High,240 x 400,def,20601,137,14.0,70,2582.2432
9775,camp 1,High,240 x 400,ghi,201697,5184,551.0,2069,112190.5701
9776,camp 1,High,240 x 400,jkl,27496,330,35.0,174,9469.1114
9777,camp 1,High,240 x 400,mno,26430,230,24.0,143,8357.6223
9778,camp 1,Low,240 x 400,def,126,0,0.0,0,0.0
9779,camp 1,Low,240 x 400,ghi,331,12,1.2761,0,0.0
9780,camp 1,Low,240 x 400,jkl,113,1,0.1063,0,0.0
9781,camp 1,Low,240 x 400,mno,153,0,0.0,0,0.0
9782,camp 1,Medium,240 x 400,def,1687,13,1.3824,5,110.7039
9783,camp 1,Medium,240 x 400,ghi,10225,313,33.2942,57,3957.5323
9784,camp 1,Medium,240 x 400,jkl,1859,32,3.403,6,824.8956
9785,camp 1,Medium,240 x 400,mno,1866,18,1.9141,4,186.1681
9786,camp 1,High,300 x 250,abc,10,0,0.0,0,0.0
9787,camp 1,High,300 x 250,def,25405,110,11.0,88,2501.2594
9788,camp 1,High,300 x 250,ghi,32317,418,44.0,268,11591.2
9789,camp 1,High,300 x 250,jkl,6463,36,3.0,12,448.2125
9790,camp 1,High,300 x 250,mno,139061,945,100.0,689,29169.476
9791,camp 1,Low,300 x 250,def,146,3,0.3201,0,0.0
9792,camp 1,Low,300 x 250,ghi,72,0,0.0,0,0.0
9793,camp 1,Low,300 x 250,jkl,16,1,0.1063,0,0.0
9794,camp 1,Low,300 x 250,mno,985,5,0.5317,2,210.7202
9795,camp 1,Medium,300 x 250,def,2487,19,2.0205,1,28.0481
9796,camp 1,Medium,300 x 250,ghi,822,26,2.7649,5,286.4769
9797,camp 1,Medium,300 x 250,jkl,496,7,0.7444,4,145.5314
9798,camp 1,Medium,300 x 250,mno,10863,80,8.5075,14,784.0994
9799,camp 1,High,468 x 60,def,914,0,0.0,1,35.5852
9800,camp 1,High,468 x 60,ghi,291,0,0.0,0,0.0
9801,camp 1,High,468 x 60,jkl,23,0,0.0,0,0.0
9802,camp 1,High,468 x 60,mno,1733,0,0.0,0,0.0
9803,camp 1,Low,468 x 60,def,5,0,0.0,0,0.0
9804,camp 1,Low,468 x 60,mno,31,0,0.0,0,0.0
9805,camp 1,Medium,468 x 60,def,97,0,0.0,0,0.0
9806,camp 1,Medium,468 x 60,ghi,21,0,0.0,0,0.0
9807,camp 1,Medium,468 x 60,mno,87,0,0.0,0,0.0
9808,camp 1,High,580 x 400,mno,28736,446,47.0,229,11809.194
9809,camp 1,Low,580 x 400,mno,177,2,0.2126,0,0.0
9810,camp 1,Medium,580 x 400,mno,2156,25,2.6597,6,737.8784
9811,camp 1,High,670 x 90,def,3564,39,4.0,23,1492.7133
9812,camp 1,High,670 x 90,ghi,9825,74,7.0,49,2475.4591
9813,camp 1,High,670 x 90,jkl,224,2,0.0,0,0.0
9814,camp 1,High,670 x 90,mno,9644,45,4.0,44,1138.5931
9815,camp 1,Low,670 x 90,def,32,0,0.0,0,0.0
9816,camp 1,Low,670 x 90,ghi,32,0,0.0,0,0.0
9817,camp 1,Low,670 x 90,mno,71,0,0.0,0,0.0
9818,camp 1,Medium,670 x 90,def,248,5,0.5317,1,21.8004
9819,camp 1,Medium,670 x 90,ghi,493,4,0.4253,0,0.0
9820,camp 1,Medium,670 x 90,jkl,11,1,0.1063,0,0.0
9821,camp 1,Medium,670 x 90,mno,754,13,1.3824,1,65.4014
9822,camp 1,High,728 x 90,abc,15,0,0.0,0,0.0
9823,camp 1,High,728 x 90,def,55313,248,26.0,90,4837.3487
9824,camp 1,High,728 x 90,ghi,120402,2194,233.0,1023,43474.5102
9825,camp 1,High,728 x 90,jkl,16087,99,10.0,28,1445.3498
9826,camp 1,High,728 x 90,mno,140190,945,100.0,457,21230.8491
9828,camp 1,Low,728 x 90,def,404,1,0.1063,0,0.0
9829,camp 1,Low,728 x 90,ghi,76,6,0.638,2,702.4274
9830,camp 1,Low,728 x 90,jkl,89,0,0.0,0,0.0
9831,camp 1,Low,728 x 90,mno,1038,5,0.5317,0,0.0
9832,camp 1,Medium,728 x 90,def,4898,36,3.8283,3,74.2678
9833,camp 1,Medium,728 x 90,ghi,5001,130,13.8258,11,1055.7889
9834,camp 1,Medium,728 x 90,jkl,1416,20,2.1268,2,34.8674
9835,camp 1,Medium,728 x 90,mno,12459,95,10.1026,13,211.4247
9836,camp 1,High,800 x 250,mno,2,0,0.0,0,0.0
9837,camp 3,High,160 x 600,def,2240,16,0.8507,0,0.0
9838,camp 3,High,160 x 600,ghi,19,0,0.0,0,0.0
9839,camp 3,High,160 x 600,mno,9834,21,1.1166,1,25.9213
9840,camp 3,Low,160 x 600,abc,1,0,0.0,0,0.0
9841,camp 3,Low,160 x 600,def,3739,5,0.2658,0,0.0
9842,camp 3,Low,160 x 600,ghi,25,0,0.0,0,0.0
9843,camp 3,Low,160 x 600,mno,14039,32,1.7015,0,0.0
9844,camp 3,Medium,160 x 600,abc,1,0,0.0,0,0.0
9845,camp 3,Medium,160 x 600,def,6886,20,1.0634,0,0.0
9846,camp 3,Medium,160 x 600,ghi,24,0,0.0,0,0.0
9847,camp 3,Medium,160 x 600,mno,26595,103,5.4772,1,13.0816
9848,camp 3,High,240 x 400,def,3212,9,0.4796,1,11.9789
9849,camp 3,High,240 x 400,ghi,5708,67,3.5625,8,1130.2618
9850,camp 3,High,240 x 400,jkl,2775,10,0.5317,0,0.0
9851,camp 3,High,240 x 400,mno,7179,8,0.4253,0,0.0
9852,camp 3,Low,240 x 400,def,1090,3,0.1595,0,0.0
9853,camp 3,Low,240 x 400,ghi,1326,3,0.1595,0,0.0
9854,camp 3,Low,240 x 400,jkl,69,0,0.0,0,0.0
9855,camp 3,Low,240 x 400,mno,5635,10,0.5317,0,0.0
9856,camp 3,Medium,240 x 400,def,3819,8,0.4259,0,0.0
9857,camp 3,Medium,240 x 400,ghi,3845,65,3.4567,0,0.0
9858,camp 3,Medium,240 x 400,jkl,677,6,0.319,0,0.0
9859,camp 3,Medium,240 x 400,mno,12452,50,2.66,0,0.0
9860,camp 3,High,300 x 250,abc,1,0,0.0,0,0.0
9861,camp 3,High,300 x 250,def,2665,6,0.319,2,51.8691
9862,camp 3,High,300 x 250,ghi,840,12,0.638,1,63.6201
9863,camp 3,High,300 x 250,jkl,287,3,0.1595,0,0.0
9864,camp 3,High,300 x 250,mno,19843,57,3.0307,8,1304.772
9865,camp 3,Low,300 x 250,abc,1,0,0.0,0,0.0
9866,camp 3,Low,300 x 250,def,4138,14,0.7444,0,0.0
9867,camp 3,Low,300 x 250,ghi,309,8,0.4253,0,0.0
9868,camp 3,Low,300 x 250,jkl,3,0,0.0,0,0.0
9869,camp 3,Low,300 x 250,mno,19471,43,2.2863,1,11.0331
9870,camp 3,Medium,300 x 250,abc,3,0,0.0,0,0.0
9871,camp 3,Medium,300 x 250,def,6612,28,1.4899,1,14.7798
9872,camp 3,Medium,300 x 250,ghi,801,19,1.0102,0,0.0
9873,camp 3,Medium,300 x 250,jkl,35,0,0.0,0,0.0
9874,camp 3,Medium,300 x 250,mno,36169,160,8.5109,1,126.1879
9875,camp 3,High,468 x 60,def,96,0,0.0,0,0.0
9876,camp 3,High,468 x 60,ghi,2,0,0.0,0,0.0
9877,camp 3,High,468 x 60,mno,226,0,0.0,0,0.0
9878,camp 3,Low,468 x 60,def,63,0,0.0,0,0.0
9879,camp 3,Low,468 x 60,ghi,2,0,0.0,0,0.0
9880,camp 3,Low,468 x 60,mno,75,0,0.0,0,0.0
9881,camp 3,Medium,468 x 60,def,85,1,0.0531,0,0.0
9882,camp 3,Medium,468 x 60,ghi,2,0,0.0,0,0.0
9883,camp 3,Medium,468 x 60,mno,381,0,0.0,0,0.0
9884,camp 3,High,580 x 400,mno,3881,20,1.0634,0,0.0
9885,camp 3,Low,580 x 400,mno,2903,17,0.9039,0,0.0
9886,camp 3,Medium,580 x 400,mno,6576,75,3.9878,0,0.0
9887,camp 3,High,670 x 90,def,481,4,0.2126,0,0.0
9888,camp 3,High,670 x 90,ghi,157,0,0.0,0,0.0
9889,camp 3,High,670 x 90,jkl,17,0,0.0,0,0.0
9890,camp 3,High,670 x 90,mno,837,2,0.1063,0,0.0
9891,camp 3,Low,670 x 90,def,2201,3,0.1595,0,0.0
9892,camp 3,Low,670 x 90,ghi,11,0,0.0,0,0.0
9893,camp 3,Low,670 x 90,mno,617,4,0.2126,0,0.0
9894,camp 3,Medium,670 x 90,def,2457,6,0.319,0,0.0
9895,camp 3,Medium,670 x 90,ghi,55,0,0.0,0,0.0
9896,camp 3,Medium,670 x 90,jkl,7,0,0.0,0,0.0
9897,camp 3,Medium,670 x 90,mno,1653,0,0.0,0,0.0
9898,camp 3,High,728 x 90,abc,2,0,0.0,0,0.0
9899,camp 3,High,728 x 90,def,5516,17,0.9039,0,0.0
9900,camp 3,High,728 x 90,ghi,1182,13,0.6935,3,355.7117
9901,camp 3,High,728 x 90,jkl,1176,3,0.1595,2,78.4817
9902,camp 3,High,728 x 90,mno,16559,25,1.3298,0,0.0
9903,camp 3,Low,728 x 90,def,3045,3,0.1595,0,0.0
9904,camp 3,Low,728 x 90,ghi,257,1,0.0531,0,0.0
9905,camp 3,Low,728 x 90,jkl,49,0,0.0,0,0.0
9906,camp 3,Low,728 x 90,mno,19275,58,3.0851,0,0.0
9907,camp 3,Medium,728 x 90,abc,7,0,0.0,0,0.0
9908,camp 3,Medium,728 x 90,def,9796,53,2.8186,0,0.0
9909,camp 3,Medium,728 x 90,ghi,658,12,0.6386,0,0.0
9910,camp 3,Medium,728 x 90,jkl,468,1,0.0531,0,0.0
9911,camp 3,Medium,728 x 90,mno,41284,136,7.2319,5,355.9874
9913,camp 3,Medium,800 x 250,mno,3,0,0.0,0,0.0
9914,camp 1,High,160 x 600,abc,24,0,0.0,0,0.0
9915,camp 1,High,160 x 600,def,11157,68,7.0,42,2529.4164
9916,camp 1,High,160 x 600,ghi,8670,97,10.0,43,2374.3641
9917,camp 1,High,160 x 600,mno,80947,817,87.0,513,22444.0353
9918,camp 1,Low,160 x 600,def,63,0,0.0,0,0.0
9919,camp 1,Low,160 x 600,ghi,21,0,0.0,0,0.0
9920,camp 1,Low,160 x 600,mno,618,3,0.3224,0,0.0
9921,camp 1,Medium,160 x 600,def,1100,5,0.5374,0,0.0
9922,camp 1,Medium,160 x 600,ghi,449,2,0.2149,0,0.0
9923,camp 1,Medium,160 x 600,mno,6561,83,8.9285,14,1245.0253
9924,camp 1,High,240 x 400,def,11391,59,6.0,41,1978.987
9925,camp 1,High,240 x 400,ghi,214224,5196,558.0,2211,106690.4906
9926,camp 1,High,240 x 400,jkl,31594,436,46.0,285,10543.5717
9927,camp 1,High,240 x 400,mno,27020,226,24.0,193,9240.7411
9928,camp 1,Low,240 x 400,def,96,1,0.1074,0,0.0
9929,camp 1,Low,240 x 400,ghi,390,7,0.7524,0,0.0
9930,camp 1,Low,240 x 400,jkl,98,6,0.6449,0,0.0
9931,camp 1,Low,240 x 400,mno,135,0,0.0,0,0.0
9932,camp 1,Medium,240 x 400,def,912,11,1.1841,4,478.2792
9933,camp 1,Medium,240 x 400,ghi,10619,362,38.9127,31,2171.2145
9934,camp 1,Medium,240 x 400,jkl,2044,43,4.6237,2,80.9294
9935,camp 1,Medium,240 x 400,mno,2043,27,2.9022,6,425.8446
9936,camp 1,High,300 x 250,abc,17,0,0.0,0,0.0
9937,camp 1,High,300 x 250,def,23174,99,10.0,105,4328.1868
9938,camp 1,High,300 x 250,ghi,31176,518,55.0,256,9834.2722
9939,camp 1,High,300 x 250,jkl,6261,34,3.0,14,1454.4205
9940,camp 1,High,300 x 250,mno,141284,1010,108.0,667,33443.825
9942,camp 1,Low,300 x 250,def,133,0,0.0,0,0.0
9943,camp 1,Low,300 x 250,ghi,36,0,0.0,0,0.0
9944,camp 1,Low,300 x 250,jkl,13,0,0.0,0,0.0
9945,camp 1,Low,300 x 250,mno,1124,5,0.5374,0,0.0
9946,camp 1,Medium,300 x 250,def,1837,11,1.1823,1,83.0621
9947,camp 1,Medium,300 x 250,ghi,731,26,2.7947,0,0.0
9948,camp 1,Medium,300 x 250,jkl,413,6,0.6449,0,0.0
9949,camp 1,Medium,300 x 250,mno,11099,89,9.5682,15,606.1068
9950,camp 1,High,468 x 60,def,862,0,0.0,0,0.0
9951,camp 1,High,468 x 60,ghi,272,1,0.0,3,46.7711
9952,camp 1,High,468 x 60,jkl,7,0,0.0,0,0.0
9953,camp 1,High,468 x 60,mno,2061,0,0.0,0,0.0
9954,camp 1,Low,468 x 60,mno,67,0,0.0,0,0.0
9955,camp 1,Medium,468 x 60,def,48,0,0.0,0,0.0
9956,camp 1,Medium,468 x 60,ghi,11,0,0.0,0,0.0
9957,camp 1,Medium,468 x 60,mno,223,0,0.0,0,0.0
9958,camp 1,High,580 x 400,mno,28794,440,47.0,320,21775.423
9959,camp 1,Low,580 x 400,mno,185,2,0.2149,0,0.0
9960,camp 1,Medium,580 x 400,mno,2159,31,3.3321,4,256.7106
9961,camp 1,High,670 x 90,def,3551,37,4.0,32,2430.5075
9962,camp 1,High,670 x 90,ghi,11418,85,9.0,42,2693.1797
9963,camp 1,High,670 x 90,jkl,217,2,0.0,4,224.4236
9964,camp 1,High,670 x 90,mno,9804,60,6.0,60,1251.4947
9965,camp 1,Low,670 x 90,def,40,0,0.0,0,0.0
9966,camp 1,Low,670 x 90,ghi,13,0,0.0,0,0.0
9967,camp 1,Low,670 x 90,mno,62,0,0.0,0,0.0
9968,camp 1,Medium,670 x 90,def,270,2,0.2149,0,0.0
9969,camp 1,Medium,670 x 90,ghi,469,2,0.2149,0,0.0
9970,camp 1,Medium,670 x 90,jkl,22,4,0.4299,0,0.0
9971,camp 1,Medium,670 x 90,mno,691,2,0.2149,0,0.0
9972,camp 1,High,728 x 90,abc,23,0,0.0,0,0.0
9973,camp 1,High,728 x 90,def,46495,225,24.0,99,4844.4999
9974,camp 1,High,728 x 90,ghi,137852,2232,240.0,1106,51247.1971
9975,camp 1,High,728 x 90,jkl,14790,87,9.0,39,2499.5903
9976,camp 1,High,728 x 90,mno,143486,947,101.0,536,29986.4946
9978,camp 1,Low,728 x 90,def,356,0,0.0,0,0.0
9979,camp 1,Low,728 x 90,ghi,127,1,0.1074,0,0.0
9980,camp 1,Low,728 x 90,jkl,72,0,0.0,0,0.0
9981,camp 1,Low,728 x 90,mno,1058,3,0.3224,0,0.0
9982,camp 1,Medium,728 x 90,def,4228,22,2.3647,3,37.4599
9983,camp 1,Medium,728 x 90,ghi,5531,99,10.6414,19,1278.5147
9984,camp 1,Medium,728 x 90,jkl,1204,14,1.5048,1,3.4127
